DEPARTAMENTO,PROVINCIA,SEXO,rango_edad,mes_fallecimiento,cantidad_fallecidos,nivel_intensidad
LIMA,BARRANCA,FEMENINO,75+,7,5,ALTO
LIMA,BARRANCA,FEMENINO,75+,8,3,MEDIO
LIMA,BARRANCA,MASCULINO,30-44,6,3,MEDIO
LIMA,BARRANCA,MASCULINO,45-59,5,4,ALTO
LIMA,BARRANCA,MASCULINO,45-59,6,6,ALTO
LIMA,BARRANCA,MASCULINO,45-59,7,12,ALTO
LIMA,BARRANCA,MASCULINO,45-59,8,3,MEDIO
LIMA,BARRANCA,MASCULINO,60-74,4,1,BAJO
LIMA,BARRANCA,MASCULINO,60-74,5,4,ALTO
LIMA,BARRANCA,MASCULINO,60-74,6,16,ALTO
LIMA,BARRANCA,MASCULINO,60-74,7,15,ALTO
LIMA,BARRANCA,MASCULINO,60-74,8,3,MEDIO
LIMA,BARRANCA,MASCULINO,75+,6,14,ALTO
LIMA,BARRANCA,MASCULINO,75+,7,8,ALTO
LIMA,BARRANCA,MASCULINO,75+,8,10,ALTO
LIMA,CAJATAMBO,MASCULINO,75+,6,1,BAJO
LIMA,CANETE,FEMENINO,45-59,4,1,BAJO
LIMA,CANETE,FEMENINO,45-59,5,1,BAJO
LIMA,CANETE,FEMENINO,75+,5,1,BAJO
LIMA,CANETE,MASCULINO,45-59,5,5,ALTO
LIMA,CANETE,MASCULINO,60-74,5,2,MEDIO
LIMA,CANETE,MASCULINO,75+,5,2,MEDIO
LIMA,CANTA,FEMENINO,45-59,6,1,BAJO
LIMA,CANTA,FEMENINO,60-74,6,1,BAJO
LIMA,CANTA,FEMENINO,75+,6,1,BAJO
LIMA,CANTA,MASCULINO,45-59,6,1,BAJO
LIMA,CANTA,MASCULINO,45-59,7,1,BAJO
LIMA,CANTA,MASCULINO,60-74,5,1,BAJO
LIMA,CANTA,MASCULINO,60-74,7,3,MEDIO
LIMA,CANTA,MASCULINO,75+,7,3,MEDIO
LIMA,CAÑETE,FEMENINO,18-29,6,2,MEDIO
LIMA,CAÑETE,FEMENINO,30-44,4,1,BAJO
LIMA,CAÑETE,FEMENINO,30-44,6,4,ALTO
LIMA,CAÑETE,FEMENINO,30-44,7,2,MEDIO
LIMA,CAÑETE,FEMENINO,30-44,8,1,BAJO
LIMA,CAÑETE,FEMENINO,45-59,4,1,BAJO
LIMA,CAÑETE,FEMENINO,45-59,5,5,ALTO
LIMA,CAÑETE,FEMENINO,45-59,6,7,ALTO
LIMA,CAÑETE,FEMENINO,45-59,7,6,ALTO
LIMA,CAÑETE,FEMENINO,45-59,8,1,BAJO
LIMA,CAÑETE,FEMENINO,60-74,4,1,BAJO
LIMA,CAÑETE,FEMENINO,60-74,5,7,ALTO
LIMA,CAÑETE,FEMENINO,60-74,6,22,ALTO
LIMA,CAÑETE,FEMENINO,60-74,7,10,ALTO
LIMA,CAÑETE,FEMENINO,60-74,8,2,MEDIO
LIMA,CAÑETE,FEMENINO,75+,4,2,MEDIO
LIMA,CAÑETE,FEMENINO,75+,5,8,ALTO
LIMA,CAÑETE,FEMENINO,75+,6,5,ALTO
LIMA,CAÑETE,FEMENINO,75+,8,2,MEDIO
LIMA,CAÑETE,MASCULINO,18-29,4,1,BAJO
LIMA,CAÑETE,MASCULINO,30-44,4,1,BAJO
LIMA,CAÑETE,MASCULINO,30-44,5,5,ALTO
LIMA,CAÑETE,MASCULINO,30-44,6,5,ALTO
LIMA,CAÑETE,MASCULINO,45-59,4,9,ALTO
LIMA,CAÑETE,MASCULINO,45-59,5,9,ALTO
LIMA,CAÑETE,MASCULINO,45-59,6,22,ALTO
LIMA,CAÑETE,MASCULINO,45-59,7,8,ALTO
LIMA,CAÑETE,MASCULINO,45-59,8,4,ALTO
LIMA,CAÑETE,MASCULINO,60-74,4,10,ALTO
LIMA,CAÑETE,MASCULINO,60-74,5,19,ALTO
LIMA,CAÑETE,MASCULINO,60-74,6,37,ALTO
LIMA,CAÑETE,MASCULINO,60-74,7,8,ALTO
LIMA,CAÑETE,MASCULINO,60-74,8,2,MEDIO
LIMA,CAÑETE,MASCULINO,75+,4,2,MEDIO
LIMA,CAÑETE,MASCULINO,75+,5,10,ALTO
LIMA,CAÑETE,MASCULINO,75+,6,19,ALTO
LIMA,CAÑETE,MASCULINO,75+,7,4,ALTO
LIMA,CAÑETE,MASCULINO,75+,8,1,BAJO
LIMA,HUARAL,FEMENINO,0-17,6,1,BAJO
LIMA,HUARAL,FEMENINO,18-29,5,1,BAJO
LIMA,HUARAL,FEMENINO,18-29,6,1,BAJO
LIMA,HUARAL,FEMENINO,30-44,5,1,BAJO
LIMA,HUARAL,FEMENINO,30-44,6,2,MEDIO
LIMA,HUARAL,FEMENINO,45-59,4,1,BAJO
LIMA,HUARAL,FEMENINO,45-59,5,4,ALTO
LIMA,HUARAL,FEMENINO,45-59,6,7,ALTO
LIMA,HUARAL,FEMENINO,45-59,7,5,ALTO
LIMA,HUARAL,FEMENINO,45-59,8,3,MEDIO
LIMA,HUARAL,FEMENINO,60-74,4,1,BAJO
LIMA,HUARAL,FEMENINO,60-74,5,7,ALTO
LIMA,HUARAL,FEMENINO,60-74,6,11,ALTO
LIMA,HUARAL,FEMENINO,60-74,7,4,ALTO
LIMA,HUARAL,FEMENINO,60-74,8,2,MEDIO
LIMA,HUARAL,FEMENINO,75+,5,7,ALTO
LIMA,HUARAL,FEMENINO,75+,6,12,ALTO
LIMA,HUARAL,FEMENINO,75+,7,6,ALTO
LIMA,HUARAL,MASCULINO,0-17,5,1,BAJO
LIMA,HUARAL,MASCULINO,30-44,4,1,BAJO
LIMA,HUARAL,MASCULINO,30-44,6,5,ALTO
LIMA,HUARAL,MASCULINO,30-44,7,2,MEDIO
LIMA,HUARAL,MASCULINO,30-44,8,1,BAJO
LIMA,HUARAL,MASCULINO,45-59,4,3,MEDIO
LIMA,HUARAL,MASCULINO,45-59,5,21,ALTO
LIMA,HUARAL,MASCULINO,45-59,6,21,ALTO
LIMA,HUARAL,MASCULINO,45-59,7,9,ALTO
LIMA,HUARAL,MASCULINO,45-59,8,3,MEDIO
LIMA,HUARAL,MASCULINO,60-74,4,7,ALTO
LIMA,HUARAL,MASCULINO,60-74,5,23,ALTO
LIMA,HUARAL,MASCULINO,60-74,6,41,ALTO
LIMA,HUARAL,MASCULINO,60-74,7,10,ALTO
LIMA,HUARAL,MASCULINO,60-74,8,4,ALTO
LIMA,HUARAL,MASCULINO,75+,4,2,MEDIO
LIMA,HUARAL,MASCULINO,75+,5,13,ALTO
LIMA,HUARAL,MASCULINO,75+,6,30,ALTO
LIMA,HUARAL,MASCULINO,75+,7,14,ALTO
LIMA,HUARAL,MASCULINO,75+,8,2,MEDIO
LIMA,HUAROCHIRI,FEMENINO,18-29,7,1,BAJO
LIMA,HUAROCHIRI,FEMENINO,30-44,8,2,MEDIO
LIMA,HUAROCHIRI,FEMENINO,45-59,7,1,BAJO
LIMA,HUAROCHIRI,FEMENINO,45-59,8,2,MEDIO
LIMA,HUAROCHIRI,FEMENINO,60-74,4,1,BAJO
LIMA,HUAROCHIRI,FEMENINO,60-74,5,3,MEDIO
LIMA,HUAROCHIRI,FEMENINO,60-74,6,3,MEDIO
LIMA,HUAROCHIRI,FEMENINO,60-74,7,3,MEDIO
LIMA,HUAROCHIRI,FEMENINO,60-74,8,1,BAJO
LIMA,HUAROCHIRI,FEMENINO,75+,4,1,BAJO
LIMA,HUAROCHIRI,FEMENINO,75+,5,2,MEDIO
LIMA,HUAROCHIRI,FEMENINO,75+,6,2,MEDIO
LIMA,HUAROCHIRI,FEMENINO,75+,7,1,BAJO
LIMA,HUAROCHIRI,FEMENINO,75+,8,2,MEDIO
LIMA,HUAROCHIRI,MASCULINO,18-29,7,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,30-44,5,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,30-44,6,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,45-59,5,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,45-59,6,11,ALTO
LIMA,HUAROCHIRI,MASCULINO,45-59,7,3,MEDIO
LIMA,HUAROCHIRI,MASCULINO,45-59,8,3,MEDIO
LIMA,HUAROCHIRI,MASCULINO,60-74,5,2,MEDIO
LIMA,HUAROCHIRI,MASCULINO,60-74,6,3,MEDIO
LIMA,HUAROCHIRI,MASCULINO,60-74,7,4,ALTO
LIMA,HUAROCHIRI,MASCULINO,60-74,8,2,MEDIO
LIMA,HUAROCHIRI,MASCULINO,75+,4,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,75+,5,2,MEDIO
LIMA,HUAROCHIRI,MASCULINO,75+,6,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,75+,7,1,BAJO
LIMA,HUAROCHIRI,MASCULINO,75+,8,2,MEDIO
LIMA,HUAURA,FEMENINO,30-44,5,2,MEDIO
LIMA,HUAURA,FEMENINO,30-44,6,2,MEDIO
LIMA,HUAURA,FEMENINO,30-44,7,3,MEDIO
LIMA,HUAURA,FEMENINO,45-59,4,1,BAJO
LIMA,HUAURA,FEMENINO,45-59,5,2,MEDIO
LIMA,HUAURA,FEMENINO,45-59,6,9,ALTO
LIMA,HUAURA,FEMENINO,45-59,7,5,ALTO
LIMA,HUAURA,FEMENINO,45-59,8,2,MEDIO
LIMA,HUAURA,FEMENINO,60-74,5,5,ALTO
LIMA,HUAURA,FEMENINO,60-74,6,18,ALTO
LIMA,HUAURA,FEMENINO,60-74,7,16,ALTO
LIMA,HUAURA,FEMENINO,60-74,8,7,ALTO
LIMA,HUAURA,FEMENINO,75+,4,1,BAJO
LIMA,HUAURA,FEMENINO,75+,5,3,MEDIO
LIMA,HUAURA,FEMENINO,75+,6,14,ALTO
LIMA,HUAURA,FEMENINO,75+,7,8,ALTO
LIMA,HUAURA,FEMENINO,75+,8,6,ALTO
LIMA,HUAURA,MASCULINO,30-44,5,2,MEDIO
LIMA,HUAURA,MASCULINO,30-44,6,6,ALTO
LIMA,HUAURA,MASCULINO,30-44,7,4,ALTO
LIMA,HUAURA,MASCULINO,30-44,8,1,BAJO
LIMA,HUAURA,MASCULINO,45-59,4,1,BAJO
LIMA,HUAURA,MASCULINO,45-59,5,4,ALTO
LIMA,HUAURA,MASCULINO,45-59,6,26,ALTO
LIMA,HUAURA,MASCULINO,45-59,7,8,ALTO
LIMA,HUAURA,MASCULINO,45-59,8,11,ALTO
LIMA,HUAURA,MASCULINO,60-74,4,7,ALTO
LIMA,HUAURA,MASCULINO,60-74,5,13,ALTO
LIMA,HUAURA,MASCULINO,60-74,6,45,ALTO
LIMA,HUAURA,MASCULINO,60-74,7,24,ALTO
LIMA,HUAURA,MASCULINO,60-74,8,5,ALTO
LIMA,HUAURA,MASCULINO,75+,3,1,BAJO
LIMA,HUAURA,MASCULINO,75+,4,3,MEDIO
LIMA,HUAURA,MASCULINO,75+,5,10,ALTO
LIMA,HUAURA,MASCULINO,75+,6,40,ALTO
LIMA,HUAURA,MASCULINO,75+,7,26,ALTO
LIMA,HUAURA,MASCULINO,75+,8,6,ALTO
LIMA,LIMA,FEMENINO,0-17,4,4,ALTO
LIMA,LIMA,FEMENINO,0-17,5,4,ALTO
LIMA,LIMA,FEMENINO,0-17,6,2,MEDIO
LIMA,LIMA,FEMENINO,0-17,7,5,ALTO
LIMA,LIMA,FEMENINO,0-17,8,1,BAJO
LIMA,LIMA,FEMENINO,18-29,3,1,BAJO
LIMA,LIMA,FEMENINO,18-29,4,4,ALTO
LIMA,LIMA,FEMENINO,18-29,5,4,ALTO
LIMA,LIMA,FEMENINO,18-29,6,8,ALTO
LIMA,LIMA,FEMENINO,18-29,7,3,MEDIO
LIMA,LIMA,FEMENINO,18-29,8,1,BAJO
LIMA,LIMA,FEMENINO,30-44,4,13,ALTO
LIMA,LIMA,FEMENINO,30-44,5,35,ALTO
LIMA,LIMA,FEMENINO,30-44,6,38,ALTO
LIMA,LIMA,FEMENINO,30-44,7,24,ALTO
LIMA,LIMA,FEMENINO,30-44,8,12,ALTO
LIMA,LIMA,FEMENINO,45-59,3,1,BAJO
LIMA,LIMA,FEMENINO,45-59,4,73,ALTO
LIMA,LIMA,FEMENINO,45-59,5,154,ALTO
LIMA,LIMA,FEMENINO,45-59,6,125,ALTO
LIMA,LIMA,FEMENINO,45-59,7,111,ALTO
LIMA,LIMA,FEMENINO,45-59,8,84,ALTO
LIMA,LIMA,FEMENINO,60-74,3,4,ALTO
LIMA,LIMA,FEMENINO,60-74,4,160,ALTO
LIMA,LIMA,FEMENINO,60-74,5,372,ALTO
LIMA,LIMA,FEMENINO,60-74,6,309,ALTO
LIMA,LIMA,FEMENINO,60-74,7,268,ALTO
LIMA,LIMA,FEMENINO,60-74,8,159,ALTO
LIMA,LIMA,FEMENINO,75+,3,7,ALTO
LIMA,LIMA,FEMENINO,75+,4,119,ALTO
LIMA,LIMA,FEMENINO,75+,5,240,ALTO
LIMA,LIMA,FEMENINO,75+,6,247,ALTO
LIMA,LIMA,FEMENINO,75+,7,217,ALTO
LIMA,LIMA,FEMENINO,75+,8,135,ALTO
LIMA,LIMA,MASCULINO,0-17,4,1,BAJO
LIMA,LIMA,MASCULINO,0-17,5,8,ALTO
LIMA,LIMA,MASCULINO,0-17,6,7,ALTO
LIMA,LIMA,MASCULINO,0-17,7,5,ALTO
LIMA,LIMA,MASCULINO,18-29,3,1,BAJO
LIMA,LIMA,MASCULINO,18-29,4,8,ALTO
LIMA,LIMA,MASCULINO,18-29,5,19,ALTO
LIMA,LIMA,MASCULINO,18-29,6,10,ALTO
LIMA,LIMA,MASCULINO,18-29,7,11,ALTO
LIMA,LIMA,MASCULINO,18-29,8,10,ALTO
LIMA,LIMA,MASCULINO,30-44,3,3,MEDIO
LIMA,LIMA,MASCULINO,30-44,4,73,ALTO
LIMA,LIMA,MASCULINO,30-44,5,108,ALTO
LIMA,LIMA,MASCULINO,30-44,6,95,ALTO
LIMA,LIMA,MASCULINO,30-44,7,90,ALTO
LIMA,LIMA,MASCULINO,30-44,8,44,ALTO
LIMA,LIMA,MASCULINO,45-59,3,6,ALTO
LIMA,LIMA,MASCULINO,45-59,4,259,ALTO
LIMA,LIMA,MASCULINO,45-59,5,552,ALTO
LIMA,LIMA,MASCULINO,45-59,6,507,ALTO
LIMA,LIMA,MASCULINO,45-59,7,415,ALTO
LIMA,LIMA,MASCULINO,45-59,8,236,ALTO
LIMA,LIMA,MASCULINO,60-74,3,11,ALTO
LIMA,LIMA,MASCULINO,60-74,4,390,ALTO
LIMA,LIMA,MASCULINO,60-74,5,875,ALTO
LIMA,LIMA,MASCULINO,60-74,6,747,ALTO
LIMA,LIMA,MASCULINO,60-74,7,684,ALTO
LIMA,LIMA,MASCULINO,60-74,8,401,ALTO
LIMA,LIMA,MASCULINO,75+,3,12,ALTO
LIMA,LIMA,MASCULINO,75+,4,244,ALTO
LIMA,LIMA,MASCULINO,75+,5,487,ALTO
LIMA,LIMA,MASCULINO,75+,6,459,ALTO
LIMA,LIMA,MASCULINO,75+,7,401,ALTO
LIMA,LIMA,MASCULINO,75+,8,221,ALTO
LIMA,NO REGISTRADO,FEMENINO,30-44,5,4,ALTO
LIMA,NO REGISTRADO,FEMENINO,45-59,4,1,BAJO
LIMA,NO REGISTRADO,FEMENINO,45-59,5,13,ALTO
LIMA,NO REGISTRADO,FEMENINO,60-74,4,4,ALTO
LIMA,NO REGISTRADO,FEMENINO,60-74,5,36,ALTO
LIMA,NO REGISTRADO,FEMENINO,75+,4,3,MEDIO
LIMA,NO REGISTRADO,FEMENINO,75+,5,21,ALTO
LIMA,NO REGISTRADO,MASCULINO,18-29,4,1,BAJO
LIMA,NO REGISTRADO,MASCULINO,30-44,4,3,MEDIO
LIMA,NO REGISTRADO,MASCULINO,30-44,5,13,ALTO
LIMA,NO REGISTRADO,MASCULINO,45-59,4,4,ALTO
LIMA,NO REGISTRADO,MASCULINO,45-59,5,44,ALTO
LIMA,NO REGISTRADO,MASCULINO,60-74,4,16,ALTO
LIMA,NO REGISTRADO,MASCULINO,60-74,5,82,ALTO
LIMA,NO REGISTRADO,MASCULINO,75+,4,9,ALTO
LIMA,NO REGISTRADO,MASCULINO,75+,5,58,ALTO
LIMA,OYON,FEMENINO,60-74,8,1,BAJO
LIMA,OYON,MASCULINO,60-74,4,2,MEDIO
LIMA,OYON,MASCULINO,60-74,5,1,BAJO
LIMA,OYON,MASCULINO,75+,6,1,BAJO
LIMA,OYON,MASCULINO,75+,8,1,BAJO
LIMA,YAUYOS,FEMENINO,60-74,6,1,BAJO
LIMA,YAUYOS,FEMENINO,60-74,7,2,MEDIO
LIMA,YAUYOS,MASCULINO,45-59,6,1,BAJO
LIMA,YAUYOS,MASCULINO,60-74,6,1,BAJO
LIMA,YAUYOS,MASCULINO,60-74,7,2,MEDIO
LIMA,YAUYOS,MASCULINO,75+,5,2,MEDIO
LIMA,YAUYOS,MASCULINO,75+,6,1,BAJO
LIMA,YAUYOS,MASCULINO,75+,8,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,0-17,7,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,30-44,4,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,30-44,5,2,MEDIO
LORETO,ALTO AMAZONAS,FEMENINO,30-44,6,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,30-44,8,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,45-59,5,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,45-59,6,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,60-74,4,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,60-74,5,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,60-74,6,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,75+,5,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,75+,6,1,BAJO
LORETO,ALTO AMAZONAS,FEMENINO,75+,8,1,BAJO
LORETO,ALTO AMAZONAS,MASCULINO,30-44,5,1,BAJO
LORETO,ALTO AMAZONAS,MASCULINO,30-44,6,1,BAJO
LORETO,ALTO AMAZONAS,MASCULINO,30-44,8,2,MEDIO
LORETO,ALTO AMAZONAS,MASCULINO,45-59,5,4,ALTO
LORETO,ALTO AMAZONAS,MASCULINO,45-59,6,2,MEDIO
LORETO,ALTO AMAZONAS,MASCULINO,60-74,5,5,ALTO
LORETO,ALTO AMAZONAS,MASCULINO,60-74,6,2,MEDIO
LORETO,ALTO AMAZONAS,MASCULINO,75+,5,1,BAJO
LORETO,ALTO AMAZONAS,MASCULINO,75+,6,2,MEDIO
LORETO,DATEM DEL MARANON,MASCULINO,45-59,7,1,BAJO
LORETO,DATEM DEL MARAÑON,FEMENINO,45-59,5,1,BAJO
LORETO,DATEM DEL MARAÑON,FEMENINO,45-59,6,1,BAJO
LORETO,DATEM DEL MARAÑON,FEMENINO,60-74,6,1,BAJO
LORETO,DATEM DEL MARAÑON,MASCULINO,60-74,5,1,BAJO
LORETO,DATEM DEL MARAÑON,MASCULINO,60-74,7,1,BAJO
LORETO,LORETO,FEMENINO,18-29,5,2,MEDIO
LORETO,LORETO,FEMENINO,45-59,5,1,BAJO
LORETO,LORETO,FEMENINO,60-74,5,3,MEDIO
LORETO,LORETO,FEMENINO,60-74,7,1,BAJO
LORETO,LORETO,FEMENINO,75+,5,1,BAJO
LORETO,LORETO,MASCULINO,30-44,5,1,BAJO
LORETO,LORETO,MASCULINO,45-59,5,4,ALTO
LORETO,LORETO,MASCULINO,45-59,6,1,BAJO
LORETO,LORETO,MASCULINO,45-59,7,1,BAJO
LORETO,LORETO,MASCULINO,60-74,5,4,ALTO
LORETO,LORETO,MASCULINO,60-74,6,4,ALTO
LORETO,LORETO,MASCULINO,75+,5,5,ALTO
LORETO,LORETO,MASCULINO,75+,6,2,MEDIO
LORETO,MARISCAL RAMON CASTILLA,FEMENINO,30-44,6,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,FEMENINO,45-59,6,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,FEMENINO,60-74,5,4,ALTO
LORETO,MARISCAL RAMON CASTILLA,FEMENINO,60-74,6,2,MEDIO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,0-17,7,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,30-44,4,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,30-44,5,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,45-59,3,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,45-59,5,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,45-59,7,1,BAJO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,60-74,5,4,ALTO
LORETO,MARISCAL RAMON CASTILLA,MASCULINO,75+,5,4,ALTO
LORETO,MAYNAS,FEMENINO,18-29,5,2,MEDIO
LORETO,MAYNAS,FEMENINO,18-29,6,1,BAJO
LORETO,MAYNAS,FEMENINO,18-29,8,1,BAJO
LORETO,MAYNAS,FEMENINO,30-44,4,6,ALTO
LORETO,MAYNAS,FEMENINO,30-44,5,6,ALTO
LORETO,MAYNAS,FEMENINO,30-44,7,3,MEDIO
LORETO,MAYNAS,FEMENINO,30-44,8,2,MEDIO
LORETO,MAYNAS,FEMENINO,45-59,4,6,ALTO
LORETO,MAYNAS,FEMENINO,45-59,5,8,ALTO
LORETO,MAYNAS,FEMENINO,45-59,6,7,ALTO
LORETO,MAYNAS,FEMENINO,45-59,7,1,BAJO
LORETO,MAYNAS,FEMENINO,60-74,4,10,ALTO
LORETO,MAYNAS,FEMENINO,60-74,5,20,ALTO
LORETO,MAYNAS,FEMENINO,60-74,6,8,ALTO
LORETO,MAYNAS,FEMENINO,60-74,7,3,MEDIO
LORETO,MAYNAS,FEMENINO,60-74,8,1,BAJO
LORETO,MAYNAS,FEMENINO,75+,4,4,ALTO
LORETO,MAYNAS,FEMENINO,75+,5,17,ALTO
LORETO,MAYNAS,FEMENINO,75+,6,6,ALTO
LORETO,MAYNAS,FEMENINO,75+,7,2,MEDIO
LORETO,MAYNAS,FEMENINO,75+,8,2,MEDIO
LORETO,MAYNAS,MASCULINO,0-17,3,1,BAJO
LORETO,MAYNAS,MASCULINO,18-29,4,1,BAJO
LORETO,MAYNAS,MASCULINO,18-29,5,2,MEDIO
LORETO,MAYNAS,MASCULINO,18-29,8,1,BAJO
LORETO,MAYNAS,MASCULINO,30-44,4,6,ALTO
LORETO,MAYNAS,MASCULINO,30-44,5,11,ALTO
LORETO,MAYNAS,MASCULINO,30-44,6,4,ALTO
LORETO,MAYNAS,MASCULINO,30-44,7,2,MEDIO
LORETO,MAYNAS,MASCULINO,45-59,3,1,BAJO
LORETO,MAYNAS,MASCULINO,45-59,4,20,ALTO
LORETO,MAYNAS,MASCULINO,45-59,5,42,ALTO
LORETO,MAYNAS,MASCULINO,45-59,6,6,ALTO
LORETO,MAYNAS,MASCULINO,45-59,7,1,BAJO
LORETO,MAYNAS,MASCULINO,45-59,8,3,MEDIO
LORETO,MAYNAS,MASCULINO,60-74,3,1,BAJO
LORETO,MAYNAS,MASCULINO,60-74,4,45,ALTO
LORETO,MAYNAS,MASCULINO,60-74,5,69,ALTO
LORETO,MAYNAS,MASCULINO,60-74,6,18,ALTO
LORETO,MAYNAS,MASCULINO,60-74,7,3,MEDIO
LORETO,MAYNAS,MASCULINO,60-74,8,6,ALTO
LORETO,MAYNAS,MASCULINO,75+,4,25,ALTO
LORETO,MAYNAS,MASCULINO,75+,5,32,ALTO
LORETO,MAYNAS,MASCULINO,75+,6,13,ALTO
LORETO,MAYNAS,MASCULINO,75+,7,3,MEDIO
LORETO,MAYNAS,MASCULINO,75+,8,4,ALTO
LORETO,NO REGISTRADO,FEMENINO,0-17,5,1,BAJO
LORETO,NO REGISTRADO,FEMENINO,30-44,4,5,ALTO
LORETO,NO REGISTRADO,FEMENINO,30-44,5,1,BAJO
LORETO,NO REGISTRADO,FEMENINO,45-59,4,1,BAJO
LORETO,NO REGISTRADO,FEMENINO,45-59,5,7,ALTO
LORETO,NO REGISTRADO,FEMENINO,60-74,4,7,ALTO
LORETO,NO REGISTRADO,FEMENINO,60-74,5,21,ALTO
LORETO,NO REGISTRADO,FEMENINO,75+,4,6,ALTO
LORETO,NO REGISTRADO,FEMENINO,75+,5,17,ALTO
LORETO,NO REGISTRADO,MASCULINO,0-17,5,1,BAJO
LORETO,NO REGISTRADO,MASCULINO,18-29,4,1,BAJO
LORETO,NO REGISTRADO,MASCULINO,18-29,5,3,MEDIO
LORETO,NO REGISTRADO,MASCULINO,30-44,4,1,BAJO
LORETO,NO REGISTRADO,MASCULINO,30-44,5,8,ALTO
LORETO,NO REGISTRADO,MASCULINO,45-59,4,16,ALTO
LORETO,NO REGISTRADO,MASCULINO,45-59,5,28,ALTO
LORETO,NO REGISTRADO,MASCULINO,60-74,4,25,ALTO
LORETO,NO REGISTRADO,MASCULINO,60-74,5,44,ALTO
LORETO,NO REGISTRADO,MASCULINO,75+,4,6,ALTO
LORETO,NO REGISTRADO,MASCULINO,75+,5,34,ALTO
LORETO,PUTUMAYO,MASCULINO,60-74,6,1,BAJO
LORETO,PUTUMAYO,MASCULINO,60-74,7,2,MEDIO
LORETO,REQUENA,FEMENINO,45-59,5,3,MEDIO
LORETO,REQUENA,FEMENINO,45-59,6,1,BAJO
LORETO,REQUENA,FEMENINO,60-74,5,6,ALTO
LORETO,REQUENA,MASCULINO,30-44,5,1,BAJO
LORETO,REQUENA,MASCULINO,45-59,5,6,ALTO
LORETO,REQUENA,MASCULINO,45-59,6,1,BAJO
LORETO,REQUENA,MASCULINO,60-74,4,1,BAJO
LORETO,REQUENA,MASCULINO,60-74,5,8,ALTO
LORETO,REQUENA,MASCULINO,60-74,7,1,BAJO
LORETO,REQUENA,MASCULINO,75+,4,1,BAJO
LORETO,REQUENA,MASCULINO,75+,5,4,ALTO
LORETO,REQUENA,MASCULINO,75+,6,3,MEDIO
LORETO,UCAYALI,FEMENINO,0-17,7,1,BAJO
LORETO,UCAYALI,FEMENINO,30-44,8,1,BAJO
LORETO,UCAYALI,FEMENINO,45-59,6,1,BAJO
LORETO,UCAYALI,FEMENINO,60-74,8,1,BAJO
LORETO,UCAYALI,FEMENINO,75+,7,1,BAJO
LORETO,UCAYALI,FEMENINO,75+,8,1,BAJO
LORETO,UCAYALI,MASCULINO,0-17,5,1,BAJO
LORETO,UCAYALI,MASCULINO,45-59,6,1,BAJO
LORETO,UCAYALI,MASCULINO,60-74,5,3,MEDIO
LORETO,UCAYALI,MASCULINO,60-74,6,2,MEDIO
LORETO,UCAYALI,MASCULINO,60-74,8,1,BAJO
LORETO,UCAYALI,MASCULINO,75+,5,4,ALTO
LORETO,UCAYALI,MASCULINO,75+,6,2,MEDIO
MADRE DE DIOS,MANU,MASCULINO,45-59,6,1,BAJO
MADRE DE DIOS,MANU,MASCULINO,60-74,6,1,BAJO
MADRE DE DIOS,MANU,MASCULINO,60-74,8,2,MEDIO
MADRE DE DIOS,NO REGISTRADO,FEMENINO,18-29,5,1,BAJO
MADRE DE DIOS,NO REGISTRADO,MASCULINO,30-44,5,1,BAJO
MADRE DE DIOS,TAHUAMANU,FEMENINO,60-74,6,1,BAJO
MADRE DE DIOS,TAHUAMANU,FEMENINO,60-74,7,1,BAJO
MADRE DE DIOS,TAHUAMANU,MASCULINO,45-59,8,1,BAJO
MADRE DE DIOS,TAHUAMANU,MASCULINO,60-74,6,2,MEDIO
MADRE DE DIOS,TAHUAMANU,MASCULINO,75+,8,1,BAJO
MADRE DE DIOS,TAMBOPATA,FEMENINO,30-44,8,1,BAJO
